HS92,S3
521223,65296
521224,65297
521225,65298
530110,26511
530121,26512
530129,26512
530130,26513
530210,26521
530290,26529
530310,2641
530390,2649
530410,26541
530490,26549
530511,26571
530519,26579
530521,26551
530529,26559
530591,26581
530599,26589
530610,65196
530620,65196
530710,65197
530720,65197
530810,65199
530820,65199
530830,65199
530890,65199
530911,65441
530919,65441
530921,65442
530929,65442
531010,6545
531090,6545
531100,65493
540110,65141
540120,65142
540210,65162
540220,65162
540231,65151
540232,65151
540233,65152
540239,65159
540241,65163
540242,65163
540243,65163
540249,65163
540251,65164
540252,65164
540259,65164
540261,65169
540262,65169
540269,65169
540310,65173
540320,65172
540331,65174
540332,65175
540333,65175
540339,65175
540341,65176
540342,65176
540349,65176
540410,65188
540490,65188
540500,65177
540610,65161
540620,65171
540710,65311
540720,65312
540730,65313
540741,65314
540742,65314
540743,65314
540744,65314
540751,65315
540752,65315
540753,65315
540754,65315
540760,65316
540771,65317
540772,65317
540773,65317
540774,65317
540781,65318
540782,65318
540783,65318
540784,65318
540791,65319
540792,65319
540793,65319
540794,65319
540810,65351
540821,65352
540822,65352
540823,65352
540824,65352
540831,65359
540832,65359
540833,65359
540834,65359
550110,26661
550120,26662
550130,26663
550190,26669
550200,26712
550310,26651
550320,26652
550330,26653
550340,26659
550390,26659
550410,26711
550490,26711
550510,26721
550520,26722
550610,26671
550620,26672
550630,26673
550690,26679
550700,26713
550810,65143
550820,65144
550911,65182
550912,65182
550921,65182
550922,65182
550931,65182
550932,65182
550941,65182
550942,65182
550951,65184
550952,65184
550953,65184
550959,65184
550961,65184
550962,65184
550969,65184
550991,65184
550992,65184
550999,65184
551011,65186
551012,65186
551020,65187
551030,65187
551090,65187
551110,65181
551120,65183
551130,65185
551211,65321
551219,65321
551221,65325
551229,65325
551291,65329
551299,65329
551311,65331
551312,65331
551313,65331
551319,65332
551321,65331
551322,65331
551323,65331
551329,65332
551331,65331
551332,65331
551333,65331
551339,65332
551341,65331
551342,65331
551343,65331
551349,65332
551411,65333
551412,65333
551413,65333
551419,65334
551421,65333
551422,65333
551423,65333
551429,65334
551431,65333
551432,65333
551433,65333
551439,65334
551441,65333
551442,65333
551443,65333
551449,65334
551511,65343
551512,65342
551513,65341
551519,65343
551521,65342
551522,65341
551529,65343
551591,65342
551592,65341
551599,65343
551611,6536
551612,6536
551613,6536
551614,6536
551621,65383
551622,65383
551623,65383
551624,65383
551631,65382
551632,65382
551633,65382
551634,65382
551641,65381
551642,65381
551643,65381
551644,65381
551691,65389
551692,65389
551693,65389
551694,65389
560110,65771
560121,65771
560122,65771
560129,65771
560130,65771
560210,65711
560221,65712
560229,65712
560290,65719
560300,6572
560410,65781
560420,65785
560490,65789
560500,65191
560600,65631
560710,65751
560721,65751
560729,65751
560730,65751
560741,65751
560749,65751
560750,65751
560790,65751
560811,65752
560819,65752
560890,65752
560900,65759
570110,65921
570190,65929
570210,6593
570220,65959
570231,65951
570232,65952
570239,65959
570241,65951
570242,65952
570249,65959
570251,65951
570252,65952
570259,65959
570291,65951
570292,65952
570299,65959
570310,65941
570320,65942
570330,65943
570390,65949
570410,65961
570490,65961
570500,65969
580110,65435
580121,65214
580122,65215
580123,65215
580124,65214
580125,65215
580126,65215
580131,65391
580132,65393
580133,65393
580134,65391
580135,65393
580136,65393
580190,65495
580211,65212
580219,65213
580220,65496
580230,65497
580310,65211
580390,65494
580410,65641
580421,65642
580429,65642
580430,65643
580500,65891
580610,65611
580620,65612
580631,65613
580632,65613
580639,65613
580640,65614
580710,65621
580790,65629
580810,65632
580890,65632
580900,65491
581010,65651
581091,65659
581092,65659
581099,65659
581100,6574
590110,65731
590190,65731
590210,65793
590220,65793
590290,65793
590310,65732
590320,65732
590390,65732
590410,65912
590491,65912
590492,65912
590500,65735
590610,65733
590691,65733
590699,65733
590700,65734
590800,65772
590900,65791
591000,65792
591110,65773
591120,65773
591131,65773
591132,65773
591140,65773
591190,65773
600110,65511
600121,65512
600122,65512
600129,65512
600191,65519
600192,65519
600199,65519
600210,65521
600220,65521
600230,65522
600241,65523
600242,65523
600243,65523
600249,65523
600291,65529
600292,65529
600293,65529
600299,65529
610110,8431
610120,8431
610130,8431
610190,8431
610210,8441
610220,8441
610230,8441
610290,8441
610311,84321
610312,84321
610319,84321
610321,84322
610322,84322
610323,84322
610329,84322
610331,84323
610332,84323
610333,84323
610339,84323
610341,84324
610342,84324
610343,84324
610349,84324
610411,84421
610412,84421
610413,84421
610419,84421
610421,84422
610422,84422
610423,84422
610429,84422
610431,84423
610432,84423
610433,84423
610439,84423
610441,84424
610442,84424
610443,84424
610444,84424
610449,84424
610451,84425
610452,84425
610453,84425
610459,84425
610461,84426
610462,84426
610463,84426
610469,84426
610510,84371
610520,84379
610590,84379
610610,8447
610620,8447
610690,8447
610711,84381
610712,84381
610719,84381
610721,84382
610722,84382
610729,84382
610791,84389
610792,84389
610799,84389
610811,84481
610819,84481
610821,84482
610822,84482
610829,84482
610831,84483
610832,84483
610839,84483
610891,84489
610892,84489
610899,84489
610910,8454
610990,8454
611010,8453
611020,8453
611030,8453
611090,8453
611110,84512
611120,84512
611130,84512
611190,84512
611211,84591
611212,84591
611219,84591
611220,84592
611231,84562
611239,84562
611241,84564
611249,84564
611300,84524
611410,84599
611420,84599
611430,84599
611490,84599
611511,84621
611512,84621
611519,84621
611520,84622
611591,84629
611592,84629
611593,84629
611599,84629
611610,84691
611691,84692
611692,84692
611693,84692
611699,84692
611710,84693
611720,84694
611780,84699
611790,84699
620111,84111
620112,84112
620113,84112
620119,84112
620191,84119
620192,84119
620193,84119
620199,84119
620211,84211
620212,84211
620213,84211
620219,84211
620291,84219
620292,84219
620293,84219
620299,84219
620311,84121
620312,84122
620319,84122
620321,84123
620322,84123
620323,84123
620329,84123
620331,8413
620332,8413
620333,8413
620339,8413
620341,8414
620342,8414
620343,8414
620349,8414
620411,84221
620412,84221
620413,84221
620419,84221
620421,84222
620422,84222
620423,84222
620429,84222
620431,8423
620432,8423
620433,8423
620439,8423
620441,8424
620442,8424
620443,8424
620444,8424
620449,8424
620451,8425
620452,8425
620453,8425
620459,8425
620461,8426
620462,8426
620463,8426
620469,8426
620510,84159
620520,84151
620530,84159
620590,84159
620610,8427
620620,8427
620630,8427
620640,8427
620690,8427
620711,84161
620719,84161
620721,84162
620722,84162
620729,84162
620791,84169
620792,84169
620799,84169
620811,84281
620819,84281
620821,84282
620822,84282
620829,84282
620891,84289
620892,84289
620899,84289
620910,84511
620920,84511
620930,84511
620990,84511
621010,84521
621020,84522
621030,84523
621040,84522
621050,84523
621111,84561
621112,84563
621120,84581
621131,84587
621132,84587
621133,84587
621139,84587
621141,84589
621142,84589
621143,84589
621149,84589
621210,84551
621220,84552
621230,84552
621290,84552
621310,84611
621320,84611
621390,84611
621410,84612
621420,84612
621430,84612
621440,84612
621490,84612
621510,84613
621520,84613
621590,84613
621600,84614
621710,84619
621790,84619
630110,77585
630120,65831
630130,65832
630140,65833
630190,65839
630210,65841
630221,65842
630222,65843
630229,65843
630231,65842
630232,65843
630239,65843
630240,65844
630251,65845
630252,65846
630253,65846
630259,65846
630260,65847
630291,65847
630292,65848
630293,65848
630299,65848
630311,65851
630312,65851
630319,65851
630391,65851
630392,65851
630399,65851
630411,65852
630419,65852
630491,65859
630492,65859
630493,65859
630499,65859
630510,65811
630520,65812
630531,65813
630539,65813
630590,65819
630611,65821
630612,65821
630619,65821
630621,65822
630622,65822
630629,65822
630631,65823
630639,65823
630641,65824
630649,65824
630691,65829
630699,65829
630710,65892
630720,65893
630790,65893
630800,65899
630900,26901
631010,26902
631090,26902
640110,85111
640191,85131
640192,85131
640199,85131
640211,85121
640219,85123
640220,85132
640230,85113
640291,85132
640299,85132
640311,85122
640319,85124
640320,85141
640330,85142
640340,85115
640351,85148
640359,85148
640391,85148
640399,85148
640411,85125
640419,85151
640420,85152
640510,85149
640520,85159
640590,8517
640610,8519
640620,8519
640691,8519
640699,8519
650100,65761
650200,65762
650300,84841
650400,84842
650510,84843
650590,84843
650610,84844
650691,84845
650692,84849
650699,84849
650700,84848
660110,89941
660191,89941
660199,89941
660200,89942
660310,89949
660320,89949
660390,89949
670100,89992
670210,89921
670290,89929
670300,89994
670411,89995
670419,89995
670420,89995
670490,89995
680100,66131
680210,66133
680221,66134
680222,66135
680223,66135
680229,66135
680291,66136
680292,66139
680293,66139
680299,66139
680300,66132
680410,66311
680421,66312
680422,66312
680423,66312
680430,66313
680510,66321
680520,66322
680530,66329
680610,66351
680620,66352
680690,66353
680710,66181
680790,66181
680800,66182
680911,66331
680919,66331
680990,66331
681011,66332
681019,66332
681020,66334
681091,66333
681099,66334
681110,66183
681120,66183
681130,66183
681190,66183
681210,66381
681220,66381
681230,66381
681240,66381
681250,66381
681260,66381
681270,66381
681290,66381
681310,66382
681390,66382
681410,66335
681490,66335
681510,66336
681520,66337
681591,66338
681599,66339
690100,66231
690210,66232
690220,66232
690290,66232
690310,6637
690320,6637
690390,6637
690410,66241
690490,66241
690510,66242
690590,66242
690600,66243
690710,66244
690790,66244
690810,66245
690890,66245
690911,66391
690919,66391
690990,66391
691010,81221
691090,81229
691110,66611
691190,66612
691200,66613
691310,66621
691390,66629
691410,66399
691490,66399
700100,66411
700210,66412
700220,66412
700231,66412
700232,66412
700239,66412
700311,66451
700319,66451
700320,66452
700330,66453
700410,66431
700490,66439
700510,66441
700521,66441
700529,66441
700530,66442
700600,66491
700711,66471
700719,66471
700721,66472
700729,66472
700800,66492
700910,66481
700991,66489
700992,66489
701010,66592
701090,66511
701110,66493
701120,66493
701190,66493
701200,66512
701310,66521
701321,66522
701329,66522
701331,66523
701332,66523
701339,66523
701391,66529
701399,66529
701400,66595
701510,66494
701590,66494
701610,66594
701690,66496
701710,66591
701720,66591
701790,66591
701810,66593
701820,66593
701890,66593
701910,65195
701920,6546
701931,66495
701932,66495
701939,66495
701990,66495
702000,66599
710110,66711
710121,66712
710122,66713
710210,66721
710221,27711
710229,27719
710231,66722
710239,66729
710310,66731
710391,66739
710399,66739
710410,66741
710420,66742
710490,66749
710510,27721
710590,27721
710610,68114
710691,68113
710692,68114
710700,68112
710811,97101
710812,97101
710813,97101
710900,97102
711011,68123
711019,68125
711021,68124
711029,68125
711031,68124
711039,68125
711041,68124
711049,68125
711100,68122
711210,97103
711220,28921
711290,28929
711311,89731
711319,89731
711320,89731
711411,89732
711419,89732
711420,89732
711510,89741
711590,89749
711610,89733
711620,89733
711711,89721
711719,89721
711790,89729
711810,9610
720110,67121
720120,67122
720130,67123
720140,67123
720211,67141
720219,67149
720221,67151
720229,67151
720230,67152
720241,67153
720249,67153
720250,67154
720260,67155
720270,67159
720280,67159
720291,67159
720292,67159
720293,67159
720299,67159
720310,67133
720390,67133
720410,2821
720421,28221
720429,28229
720430,28231
720441,28232
720449,28239
720450,28233
720510,67131
720521,67132
720529,67132
720610,67241
720690,67245
720711,67261
720712,67262
720719,67269
720720,6727
720811,67311
720812,67311
720813,67312
720814,67312
720821,67321
720822,67321
720823,67322
720824,67322
720831,67313
720832,67314
720833,67314
720834,67315
720835,67315
720841,67323
720842,67324
720843,67324
720844,67325
720845,67325
720890,67351
720911,67331
720912,67332
720913,67333
720914,67334
720921,67341
720922,67342
720923,67343
720924,67344
720931,67335
720932,67336
720933,67337
720934,67338
720941,67345
720942,67346
720943,67347
720944,67348
720990,67352
721011,67421
721012,67421
721020,67441
721031,67411
721039,67411
721041,67413
721049,67413
721050,67442
721060,67443
721070,67431
721090,67444
721111,67316
721112,67317
721119,67319
721121,67326
721122,67327
721129,67329
721130,67339
721141,67349
721149,67349
721190,67353
721210,67422
721221,67412
721229,67412
721230,67414
721240,67432
721250,67451
721260,67452
721310,67611
721320,67612
721331,67613
721339,67613
721341,67613
721349,67613
721350,67614
721410,67643
721420,67621
721430,67622
721440,67623
721450,67623
721460,67624
721510,67631
721520,67632
721530,67632
721540,67633
721590,67644
721610,67681
721621,67681
721622,67681
721631,67682
721632,67682
721633,67682
721640,67682
721650,67683
721660,67684
721690,67685
721711,67811
721712,67811
721713,67811
721719,67811
721721,67812
721722,67812
721723,67812
721729,67812
721731,67813
721732,67813
721733,67813
721739,67813
721810,67247
721890,67281
721911,67531
721912,67531
721913,67532
721914,67533
721921,67534
721922,67534
721923,67535
721924,67536
721931,67551
721932,67552
721933,67553
721934,67554
721935,67555
721990,67571
722011,67537
722012,67538
722020,67556
722090,67572
722100,67615
722210,67625
722220,67634
722230,67645
722240,67687
722300,67821
722410,67249
722490,67282
722510,67511
722520,67521
722530,67541
722540,67542
722550,67561
722590,67573
722610,67512
722620,67522
722691,67543
722692,67562
722699,67574
722710,67617
722720,67619
722790,67619
722810,67641
722820,67642
722830,67629
722840,67646
722850,67639
722860,67647
722870,67688
722880,67648
722910,67829
722920,67829
722990,67829
730110,67686
730120,67686
730210,67701
730220,67709
730230,67709
730240,67709
730290,67709
730300,67911
730410,67912
730420,67913
730431,67914
730439,67914
730441,67915
730449,67915
730451,67916
730459,67916
730490,67917
730511,67931
730512,67931
730519,67931
730520,67932
730531,67933
730539,67933
730590,67939
730610,67941
730620,67942
730630,67943
730640,67943
730650,67943
730660,67944
730690,67949
730711,67951
730719,67952
730721,67953
730722,67954
730723,67955
730729,67956
730791,67959
730792,67959
730793,67959
730799,67959
730810,69111
730820,69112
730830,69113
730840,69114
730890,69119
730900,69211
731010,69241
731021,69241
731029,69241
731100,69243
731210,69311
731290,69311
731300,6932
731411,69351
731419,69351
731420,69351
731430,69351
731441,69351
731442,69351
731449,69351
731450,69351
731511,74831
731512,74832
731519,74839
731520,69921
731581,69922
731582,69922
731589,69922
731590,69922
731600,69961
731700,6941
731811,69421
731812,69421
731813,69421
731814,69421
731815,69421
731816,69421
731819,69421
731821,69422
731822,69422
731823,69422
731824,69422
731829,69422
731910,69931
731920,69932
731930,69932
731990,69931
732010,69941
732020,69941
732090,69941
732111,69731
732112,69731
732113,69731
732181,69732
732182,69732
732183,69732
732190,69733
732211,81211
732219,81211
732290,81215
732310,69744
732391,69741
732392,69741
732393,69741
732394,69741
732399,69741
732410,69751
732421,69751
732429,69751
732490,69751
732510,69962
732591,69963
732599,69963
732611,69965
732619,69965
732620,69967
732690,69969
740110,28321
740120,28322
740200,68211
740311,68212
740312,68212
740313,68212
740319,68212
740321,68214
740322,68214
740323,68214
740329,68214
740400,28821
740500,68213
740610,68262
740620,68262
740710,68231
740721,68232
740722,68232
740729,68232
740811,68241
740819,68241
740821,68242
740822,68242
740829,68242
740911,68251
740919,68251
740921,68252
740929,68252
740931,68252
740939,68252
740940,68252
740990,68252
741011,68261
741012,68261
741021,68261
741022,68261
741110,68271
741121,68271
741122,68271
741129,68271
741210,68272
741220,68272
741300,69312
741410,69352
741490,69352
741510,69431
741521,69432
741529,69432
741531,69433
741532,69433
741539,69433
741600,69942
741700,69734
741810,69742
741820,69752
741910,69971
741991,69973
741999,69973
750110,28421
750120,28422
750210,68311
750220,68312
750300,28822
750400,68323
750511,68321
750512,68321
750521,68321
750522,68321
750610,68324
750620,68324
750711,68322
750712,68322
750720,68322
750800,69975
760110,68411
760120,68412
760200,28823
760310,68425
760320,68425
760410,68421
760421,68421
760429,68421
760511,68422
760519,68422
760521,68422
760529,68422
760611,68423
760612,68423
760691,68423
760692,68423
760711,68424
760719,68424
760720,68424
760810,68426
760820,68426
760900,68427
761010,69121
761090,69129
761100,69212
761210,69242
761290,69242
761300,69244
761410,69313
761490,69313
761510,69743
761520,69753
761610,6944
761690,69979
780110,68512
780191,68511
780199,68511
780200,28824
780300,68521
780411,68522
780419,68522
780420,68522
780500,68524
780600,69976
790111,68611
790112,68611
790120,68612
790200,28825
790310,68633
790390,68633
790400,68631
790500,68632
790600,68634
790710,69977
790790,69977
800110,68711
800120,68712
800200,28826
800300,68721
800400,68722
800510,68723
800520,68723
800600,68724
800700,69978
810110,68911
810191,68911
810192,69991
810193,69991
810199,69991
810210,68912
810291,68912
810292,69992
810293,69992
810299,69992
810310,68913
810390,69993
810411,68915
810419,68915
810420,68914
810430,69994
810490,69994
810510,68981
810590,69981
810600,68992
810710,68982
810790,69983
810810,68983
810890,69985
810910,68984
810990,69987
811000,68993
811100,68994
811211,68991
811219,69995
811220,68995
811230,68996
811240,68997
811291,68998
811299,69999
811300,68999
820110,6951
820120,6951
820130,6951
820140,6951
820150,6951
820160,6951
820190,6951
820210,69521
820220,69551
820231,69552
820232,69553
820240,69554
820291,69555
820299,69559
820310,69522
820320,69523
820330,69523
820340,69523
820411,6953
820412,6953
820420,6953
820510,69541
820520,69542
820530,69543
820540,69544
820551,69545
820559,69546
820560,69546
820570,69547
820580,69548
820590,69549
820600,6957
820711,69563
820712,69563
820720,69564
820730,69564
820740,69564
820750,69564
820760,69564
820770,69564
820780,69564
820790,69564
820810,69561
820820,69561
820830,69561
820840,69561
820890,69561
820900,69562
821000,69781
821110,6968
821191,6968
821192,6968
821193,6968
821194,6968
821210,69631
821220,69635
821290,69638
821300,6964
821410,69651
821420,69655
821490,69659
821510,69661
821520,69662
821591,69663
821599,69669
830110,69911
830120,69911
830130,69911
830140,69911
830150,69911
830160,69911
830170,69911
830210,69913
830220,69914
830230,69915
830241,69916
830242,69917
830249,69919
830250,69919
830260,69919
830300,69912
830400,89511
830510,89512
830520,89512
830590,89512
830610,69952
830621,69782
830629,69782
830630,69782
830710,69951
830790,69951
830810,69933
830820,69933
830890,69933
830910,69953
830990,69953
831000,69954
831110,69955
831120,69955
831130,69955
831190,69955
840110,71871
840120,72847
840130,71877
840140,71878
840211,71111
840212,71111
840219,71111
840220,71112
840290,71191
840310,81217
840390,81219
840410,71121
840420,71122
840490,71192
840510,74171
840590,74172
840611,71211
840619,71219
840690,7128
840710,71311
840721,71331
840729,71332
840731,71321
840732,71321
840733,71321
840734,71322
840790,71381
840810,71333
840820,71323
840890,71382
840910,71319
840991,71391
840999,71392
841011,71811
841012,71811
841013,71811
841090,71819
841111,71441
841112,71441
841121,71481
841122,71481
841181,71489
841182,71489
841191,71491
841199,71499
841210,71449
841221,71891
841229,71893
841231,71892
841239,71893
841280,71893
841290,71899
841311,74211
841319,74219
841320,74271
841330,7422
841340,7423
841350,7424
841360,7425
841370,7426
841381,74271
841382,74275
841391,74291
841392,74295
841410,74311
841420,74313
841430,74315
841440,74317
841451,74341
841459,74343
841460,74345
841480,74319
841490,7438
841510,74151
841581,74155
841582,74155
841583,74155
841590,74159
841610,74121
841620,74123
841630,74125
841690,74128
841710,74136
841720,74137
841780,74138
841790,74139
841810,77521
841821,77521
841822,77521
841829,77521
841830,77522
841840,77522
841850,74143
841861,74145
841869,74145
841891,74149
841899,74149
841911,74181
841919,74182
841920,74183
841931,74184
841932,74185
841939,74186
841940,74173
841950,74174
841960,74175
841981,74187
841989,74189
841990,7419
842010,74591
842091,74593
842099,74593
842111,74351
842112,74355
842119,74359
842121,74361
842122,74362
842123,74363
842129,74367
842131,74364
842139,74369
842191,74391
842199,74395
842211,7753
842219,74521
842220,74523
842230,74527
842240,74527
842290,74529
842310,74532
842320,74531
842330,74531
842381,74531
842382,74531
842389,74531
842390,74539
842410,74561
842420,74562
842430,74563
842481,74564
842489,74565
842490,74568
842511,74421
842519,74421
842520,74423
842531,74425
842539,74425
842541,74441
842542,74443
842549,74449
842611,74431
842612,74432
842619,74433
842620,74434
842630,74435
842641,74437
842649,74437
842691,74439
842699,74439
842710,74411
842720,74412
842790,74413
842810,74481
842820,74471
842831,74472
842832,74473
842833,74474
842839,74479
842840,74485
842850,74489
842860,74489
842890,74489
842911,72311
842919,72311
842920,72312
842930,72331
842940,72333
842951,72321
842952,72322
842959,72329
843010,72341
843020,72342
843031,72335
843039,72343
843041,72337
843049,72344
843050,72339
843061,72345
843062,72346
843069,72347
843110,74491
843120,74492
843131,74493
843139,74494
843141,72391
843142,72392
843143,72393
843149,72399
843210,72111
843221,72113
843229,72113
843230,72112
843240,72112
843280,72118
843290,72119
843311,72121
843319,72121
843320,72123
843330,72123
843340,72123
843351,72122
843352,72123
843353,72123
843359,72123
843360,72126
843390,72129
843410,72131
843420,72138
843490,72139
843510,72191
843590,72198
843610,72196
843621,72195
843629,72195
843680,72196
843691,72199
843699,72199
843710,72127
843780,72711
843790,72719
843810,72722
843820,72722
843830,72722
843840,72722
843850,72722
843860,72722
843880,72722
843890,72729
843910,72511
843920,72512
843930,72512
843991,72591
843999,72591
844010,72681
844090,72689
844110,72521
844120,72523
844130,72525
844140,72527
844180,72529
844190,72599
844210,72631
844220,72631
844230,72631
844240,72691
844250,72635
844311,72651
844312,72655
844319,72659
844321,72661
844329,72661
844330,72663
844340,72665
844350,72667
844360,72668
844390,72699
844400,72441
844511,72442
844512,72442
844513,72442
844519,72442
844520,72443
844530,72443
844540,72443
844590,72454
844610,72451
844621,72451
844629,72451
844630,72451
844711,72452
844712,72452
844720,72452
844790,72453
844811,72461
844819,72461
844820,72449
844831,72449
844832,72449
844833,72449
844839,72449
844841,72467
844842,72467
844849,72467
844851,72468
844859,72468
844900,72455
845011,77511
845012,77511
845019,77511
845020,72471
845090,72491
845110,72472
845121,77512
845129,72473
845130,72474
845140,72474
845150,72474
845180,72474
845190,72492
845210,72433
845221,72435
845229,72435
845230,72439
845240,72439
845290,72439
845310,72481
845320,72483
845380,72485
845390,72488
845410,73711
845420,73711
845430,73712
845490,73719
845510,73721
845521,73721
845522,73721
845530,73729
845590,73729
845610,73111
845620,73112
845630,73113
845690,73114
845710,73121
845720,73122
845730,73123
845811,73131
845819,73137
845891,73135
845899,73139
845910,73141
845921,73142
845929,73143
845931,73144
845939,73145
845940,73146
845951,73151
845959,73152
845961,73153
845969,73154
845970,73157
846011,73161
846019,73162
846021,73163
846029,73164
846031,73165
846039,73166
846040,73167
846090,73169
846110,73178
846120,73171
846130,73173
846140,73175
846150,73177
846190,73179
846210,73311
846221,73312
846229,73313
846231,73314
846239,73315
846241,73316
846249,73317
846291,73318
846299,73318
846310,73391
846320,73393
846330,73395
846390,73399
846410,72811
846420,72811
846490,72811
846510,72812
846591,72812
846592,72812
846593,72812
846594,72812
846595,72812
846596,72812
846599,72812
846610,73511
846620,73513
846630,73515
846691,72819
846692,72819
846693,73591
846694,73595
846711,74511
846719,74511
846781,74512
846789,74512
846791,74519
846792,74519
846799,74519
846810,73741
846820,73742
846880,73743
846890,73749
846910,75113
846921,75115
846929,75116
846931,75118
846939,75119
847010,75121
847021,75122
847029,75122
847030,75122
847040,75123
847050,75124
847090,75128
847110,7521
847120,7522
847191,7523
847192,7526
847193,7527
847199,7529
847210,75191
847220,75192
847230,75193
847290,75199
847310,75991
847321,75995
847329,75995
847330,75997
847340,7599
847410,72831
847420,72832
847431,72833
847432,72833
847439,72833
847480,72834
847490,72839
847510,72841
847520,72841
847590,72851
847611,74595
847619,74595
847690,74597
847710,72842
847720,72842
847730,72842
847740,72842
847751,72842
847759,72842
847780,72842
847790,72852
847810,72843
847890,72853
847910,72348
847920,72721
847930,72844
847940,72849
847981,72846
847982,72849
847989,72849
847990,72855
848010,74911
848020,74912
848030,74913
848041,74914
848049,74915
848050,74916
848060,74917
848071,74918
848079,74919
848110,7471
848120,7472
848130,7473
848140,7474
848180,7478
848190,7479
848210,7461
848220,7462
848230,7463
848240,7464
848250,7465
848280,7468
848291,74691
848299,74699
848310,7481
848320,74821
848330,74822
848340,7484
848350,7485
848360,7486
848390,7489
848410,7492
848490,7492
848510,74991
848590,74999
850110,7161
850120,71631
850131,7162
850132,7162
850133,7162
850134,7162
850140,71631
850151,71631
850152,71631
850153,71631
850161,71632
850162,71632
850163,71632
850164,71632
850211,71651
850212,71651
850213,71651
850220,71651
850230,71652
850240,7164
850300,7169
850410,77123
850421,77111
850422,77111
850423,77111
850431,77119
850432,77119
850433,77119
850434,77119
850440,77121
850450,77125
850490,77129
850511,77881
850519,77881
850520,77881
850530,77881
850590,77881
850611,77811
850612,77811
850613,77811
850619,77811
850620,77811
850690,77817
850710,77812
850720,77812
850730,77812
850740,77812
850780,77812
850790,77819
850810,77841
850820,77843
850880,77845
850890,77848
850910,77571
850920,77571
850930,77573
850940,77572
850980,77573
850990,77579
851010,77541
851020,77542
851090,77549
851110,77831
851120,77831
851130,77831
851140,77831
851150,77831
851180,77831
851190,77833
851210,77834
851220,77834
851230,77834
851240,77834
851290,77835
851310,81312
851390,8138
851410,74131
851420,74132
851430,74133
851440,74134
851490,74135
851511,73731
851519,73732
851521,73733
851529,73734
851531,73735
851539,73736
851580,73737
851590,73739
851610,77581
851621,77582
851629,77582
851631,77583
851632,77583
851633,77583
851640,77584
851650,77586
851660,77586
851671,77587
851672,77587
851679,77587
851680,77588
851690,77589
851710,76411
851720,76413
851730,76415
851740,76417
851781,76419
851782,76419
851790,76491
851810,76421
851821,76422
851822,76422
851829,76423
851830,76424
851840,76425
851850,76426
851890,76492
851910,76331
851921,76333
851929,76333
851931,76335
851939,76335
851940,76382
851991,76383
851999,76383
852010,76384
852020,76384
852031,76384
852039,76384
852090,76384
852110,76381
852190,76381
852210,76499
852290,76499
852311,89841
852312,89843
852313,89845
852320,89851
852390,89859
852410,89871
852421,89861
852422,89865
852423,89867
852490,89879
852510,76431
852520,76432
852530,76482
852610,76483
852691,76483
852692,76483
852711,76221
852719,76222
852721,76211
852729,76212
852731,76281
852732,76282
852739,76289
852790,76481
852810,7611
852820,7612
852910,76493
852990,76493
853010,77882
853080,77882
853090,77883
853110,77884
853120,77884
853180,77884
853190,77885
853210,77861
853221,77862
853222,77863
853223,77864
853224,77865
853225,77866
853229,77867
853230,77868
853290,77869
853310,77231
853321,77232
853329,77232
853331,77233
853339,77233
853340,77235
853390,77238
853400,7722
853510,77241
853521,77242
853529,77243
853530,77244
853540,77245
853590,77249
853610,77251
853620,77252
853630,77253
853641,77254
853649,77254
853650,77255
853661,77257
853669,77258
853690,77259
853710,77261
853720,77262
853810,77281
853890,77282
853910,77823
853921,77821
853922,77821
853929,77821
853931,77822
853939,77822
853940,77824
853990,77829
854011,77611
854012,77612
854020,77621
854030,77623
854041,77625
854042,77625
854049,77625
854081,77627
854089,77627
854091,77629
854099,77629
854110,77631
854121,77632
854129,77633
854130,77635
854140,77637
854150,77639
854160,77681
854190,77688
854211,77641
854219,77643
854220,77645
854280,77649
854290,77689
854310,77871
854320,77878
854330,77878
854380,77878
854390,77879
854411,77311
854419,77311
854420,77312
854430,77313
854441,77314
854449,77314
854451,77315
854459,77315
854460,77317
854470,77318
854511,77886
854519,77886
854520,77886
854590,77886
854610,77322
854620,77323
854690,77324
854710,77326
854720,77328
854790,77329
854800,77889
860110,79111
860120,79115
860210,79121
860290,79129
860310,7916
860390,7916
860400,79181
860500,7917
860610,79182
860620,79182
860630,79182
860691,79182
860692,79182
860699,79182
860711,79199
860712,79199
860719,79199
860721,79199
860729,79199
860730,79199
860791,79199
860799,79199
860800,79191
860900,7863
870110,72241
870120,7832
870130,7223
870190,72249
870210,78311
870290,78319
870310,7811
870321,7812
870322,7812
870323,7812
870324,7812
870331,7812
870332,7812
870333,7812
870390,7812
870410,78211
870421,78219
870422,78219
870423,78219
870431,78219
870432,78219
870490,78219
870510,78221
870520,78223
870530,78225
870540,78227
870590,78229
870600,7841
870710,78421
870790,78425
870810,78431
870821,78432
870829,78432
870831,78433
870839,78433
870840,78434
870850,78435
870860,78436
870870,78439
870880,78439
870891,78439
870892,78439
870893,78439
870894,78439
870899,78439
870911,74414
870919,74415
870990,74419
871000,89111
871110,78511
871120,78513
871130,78515
871140,78516
871150,78517
871190,78519
871200,7852
871310,78531
871390,78531
871411,78535
871419,78535
871420,78536
871491,78537
871492,78537
871493,78537
871494,78537
871495,78537
871496,78537
871499,78537
871500,8941
871610,7861
871620,78621
871631,78622
871639,78629
871640,78683
871680,78685
871690,78689
880110,79281
